-13.870839011549565,-6.910669217377052,-11.015763232059228,-8.039085840069763,-39.836357301055614
-21.955768359636707,-6.201534247290979,-15.346662967972115,-8.962651363837951,-52.46661693873775
-58.725757027655874,-5.6236523364195605,-55.59694655011004,-9.092478655677711,-129.03883456986318
-29.09096441585217,-6.990379246352973,-27.44426539055825,-5.080221683038754,-68.60583073580214
-47.513494115528076,-6.6677172008736285,-33.37038159953115,-17.830095004635023,-105.38168792056787
-67.07970700072849,-6.737856960350673,-52.45438948048811,-19.402383156922134,-145.6743365984894
-46.461326066238534,-4.959358432226114,-40.74936414179842,-9.764456385465266,-101.93450502572834
-96.7102120761825,-4.913333412817934,-80.94096711190814,-17.23647898799461,-199.8009915889032
-38.78024753285397,-3.1806564426994193,-27.99648915356682,-16.815950425725635,-86.77334355484585
-69.17621218033624,-6.415431544857498,-61.075587575406786,-13.396146599421774,-150.0633779000223
-37.53092292417187,-5.250562324838793,-33.04063862462388,-9.904246343981441,-85.72637021761598
-47.60376338008088,-6.569734687514234,-41.529153323023664,-5.79802516633409,-101.50067655695285
-36.453947106785805,-6.634404883504201,-29.180711639425375,-7.449663236690496,-79.71872686640589
-15.86307756923297,-3.6247856599715114,-15.370887942971377,-6.288840714631698,-41.147591886807554
-67.52876701003439,-7.875309364051791,-57.09371856370874,-7.108614129551979,-139.60640906734687
-14.440433099454879,-5.687394769611528,-15.621490756467892,-0.22299833250568946,-35.97231695803999
-28.1144113574981,-2.853035583712078,-22.98319983485241,-9.64476026865652,-63.5954070447191
-54.56495530710676,-4.915794028684488,-52.97101389604674,-5.739019788350746,-118.19078302018873
-45.01051937952562,-5.289833927165807,-40.48748620999723,-7.557240050452182,-98.34507956714083
-0.822395730586406,-2.3566501133717814,-3.5546493915804853,-1.1306246717598336,-7.864319907298506
-57.01688011428186,-4.557142441453536,-43.69294569907819,-16.465183246038716,-121.7321515008523
-27.37702465284875,-3.38205327683054,-23.673676167810036,-6.838568816403605,-61.27132291389293
-28.89308038724633,-5.906011929197273,-25.48994567370834,-9.967193240089172,-70.25623123024111
-14.610974314527612,-5.968467156883705,-10.965628336345702,-4.830756591633759,-36.375826399390775
-57.53865123163243,-8.006804851762773,-54.34445376246596,-2.107807925330702,-121.99771777119187
-66.3229103742655,-6.277849420717217,-62.400969768958646,-9.171924962219652,-144.17365452616102
-31.537216097514076,-4.557643307664467,-31.959577827278604,-3.709023894858319,-71.76346112731547
-11.353126592620777,-5.013953229021454,-1.9296214561850258,-11.956712052876188,-30.253413330703445
-41.5604954339811,-3.1094491752227427,-29.226563129847307,-17.567919596704023,-91.46442733575518
-57.46772496342377,-5.4247926940751015,-45.69393973345672,-17.424433615937595,-126.01089100689319
-41.82702746133932,-3.48345272448681,-40.9914563813819,-7.713382016290652,-94.01531858349868
-21.725678056450473,-3.7892380711188807,-12.143641963011857,-12.254383636946017,-49.912941727527226
-63.07960371185436,-5.777532986084616,-53.75389624724589,-11.732915839351127,-134.343948784536
-34.89553398460192,-1.999331871874006,-17.59563030223334,-19.01555861239074,-73.5060547711
-49.00814762857759,-2.651344969957215,-39.30911491799017,-11.470535543564452,-102.43914306008942
-19.77697068167681,-2.8639488402267297,-22.764874108678796,0.41652376780192185,-44.98926986278042
-49.95859472336775,-3.9429022735192945,-30.886499486536483,-23.423142924407035,-108.21113940783056
-25.39676388928492,-4.168192580546787,-20.177696661743312,-8.30092106350411,-58.04357419507913
-21.70985727046393,-2.860584549657588,-18.548221507962438,-6.106373825803183,-49.225037153887136
-8.347616192503851,-2.2664507936990113,-4.772847359740888,-9.027007668727363,-24.413922014671115
-26.490789298491116,-5.509281644430466,-24.130202848143757,-5.789816692922193,-61.92009048398753
-21.6973386218405,-2.1963664347666523,-18.228690071741894,-8.857684998062778,-50.98008012641183
-15.618295478612445,-3.5578493098627844,-12.851271125710921,-4.183190262116044,-36.21060617630219
-26.973295451550992,-1.5559046542230792,-15.201560205579693,-15.931069193075656,-59.66182950442942
-24.059812911164716,-3.815802597662227,-25.671167011620756,-1.3270338204390209,-54.87381634088672
-13.194706757345138,-2.523869291854826,-4.672659749107553,-10.42894285122983,-30.820178649537347
-46.276778211765446,-3.150715270412462,-35.29943861483316,-13.932434734967778,-98.65936683197884
-12.574582785941901,-1.168366026489526,-10.214653270787608,-5.384047709383955,-29.341649792602993
-15.361539106389959,-1.0831283931054152,-9.613341810636207,-9.882562953083266,-35.94057226321485
-24.769078211419483,-2.811570237856749,-14.038114233208164,-15.434014113131525,-57.05277679561592
-29.268921207564834,-1.7313434525651346,-19.71877597037776,-13.778750542535843,-64.49779117304357
-14.431733963556564,-1.2505243207141241,-13.260549524988292,-6.14024133471737,-35.08304914397635
