0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.004526748973333334,0.004526748973333334,0.004526748973333334,0.004526748973333334
0.03549382716,0.03549382716,0.03549382716,0.03549382716
0.11913580248888889,0.11913580248888889,0.11913580248888889,0.11913580248888889
0.19855967080000003,0.19855967080000003,0.19855967080000003,0.19855967080000003
0.26275720164444444,0.26275720164444444,0.26275720164444444,0.26275720164444444
0.3002057613333333,0.3002057613333333,0.3002057613333333,0.3002057613333333
0.3065843621333333,0.3065843621333333,0.3065843621333333,0.3065843621333333
0.2823045267555556,0.2823045267555556,0.2823045267555556,0.2823045267555556
0.23261316871111115,0.23261316871111115,0.23261316871111115,0.23261316871111115
0.1626543209777778,0.1626543209777778,0.1626543209777778,0.1626543209777778
0.07541152262222223,0.07541152262222223,0.07541152262222223,0.07541152262222223
0.012962962964444444,0.012962962964444444,0.012962962964444444,0.012962962964444444
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
